margherita, pizza, 0.9014, 2.1179
mozzarella, kaese, 0.8048, 2.2473
zutat, tomatensauce, 0.7766, 3.6689
margherita, scampi, 0.7736, 2.3606
dessert, waehrung, 0.9773, 0.5176
breakfast, schinken, 0.8766, 1.2961
