margherita, pizza, 0.8380, 1.5132
mozzarella, kaese, 0.9327, 1.0649
zutat, tomatensauce, 0.8764, 1.4870
margherita, scampi, 0.8932, 1.2671
dessert, waehrung, 0.9882, 0.3191
breakfast, schinken, 0.9062, 1.0817
