margherita, pizza, 0.3188, 6.3461
mozzarella, kaese, 0.6492, 2.9628
zutat, tomatensauce, 0.6761, 3.2407
margherita, scampi, 0.3230, 6.2231
dessert, waehrung, 0.8470, 1.1231
breakfast, schinken, 0.4825, 3.7763
